route_id_idx,target_stop_idx,distance_to_target_stop_m,current_speed_mps,time_of_day_min,day_of_week,current_delay_sec,is_raining,headway_to_prev_bus_sec,tta_sec
20,47,707.99,7.73,962,6,266.74,0,563.6,279.72
3,47,1888.23,7.67,6,2,-152.75,1,1239.2,378.3
2,34,4135.27,7.12,670,5,196.22,1,1519.65,1019.79
15,83,4887.85,6.93,407,2,550.28,0,744.07,1384.07
6,27,3956.7,11.14,811,3,409.2,0,1224.94,829.06
4,81,4828.51,5.04,1376,3,-772.18,0,1725.72,969.08
11,12,4214.11,6.67,1394,5,-348.17,0,1380.76,895.13
17,82,3026.52,7.1,1319,0,-62.73,0,1307.5,647.85
0,40,4905.47,7.22,946,4,351.38,0,1572.32,1150.75
12,78,3541.57,10.86,1330,3,258.76,1,740.63,724.15
1,18,2935.02,4.86,145,0,460.64,1,967.62,1186.64
4,5,1786.98,14.47,640,1,-41.83,0,821.31,263.71
3,34,4232.27,12.77,1326,4,-170.21,0,782.51,534.27
0,11,230.39,9.41,1004,5,328.26,0,752.48,207.54
13,97,2546.95,4.42,1222,4,671.37,1,687.95,1291.26
17,100,4867.42,10.41,660,6,416.26,0,1433.95,965.28
17,6,1354.38,9.59,1207,2,-420.08,0,1477.73,10.0
2,81,2706.51,12.2,1279,1,212.37,0,810.92,568.39
4,30,804.89,11.14,1285,5,809.88,1,1487.2,597.1
12,37,4657.55,8.81,1041,0,457.85,0,496.02,1153.9
17,24,2186.38,5.83,688,2,368.37,1,1322.62,831.96
13,52,3443.14,12.32,334,5,-50.67,0,1574.6,538.74
0,9,2776.24,6.63,151,3,6.87,0,950.33,674.95
0,100,3341.67,5.48,1210,5,-367.47,1,820.54,733.73
11,87,3549.79,4.25,1277,0,559.6,1,1000.8,1575.93
1,30,1833.78,3.86,1073,0,89.56,0,890.36,648.8
3,24,4125.43,5.43,101,0,409.84,0,1283.89,1388.76
19,96,3200.83,10.21,1167,4,-143.05,0,1730.81,422.46
10,82,4168.21,9.25,538,1,517.63,0,566.48,1119.35
14,29,2837.51,9.23,1285,5,-4.59,0,1122.27,613.38
7,59,2006.8,5.0,1036,5,305.22,1,417.24,806.91
4,92,126.34,11.61,751,4,70.13,0,1122.74,23.74
11,6,3016.57,14.52,576,3,-55.46,0,723.35,434.31
19,87,346.6,4.14,536,3,123.69,0,428.06,165.29
19,40,4633.31,9.66,423,4,744.89,0,814.97,1385.11
13,7,3534.54,10.48,925,0,427.66,0,775.84,821.67
7,82,951.57,7.72,1367,5,271.29,0,992.97,307.82
12,45,2295.68,6.07,343,2,-233.77,0,1138.61,502.7
19,43,2609.93,6.47,348,6,-339.92,1,865.72,622.21
6,24,4334.16,12.66,341,1,14.21,0,1725.41,602.95
20,57,2070.03,6.76,1245,5,-632.16,0,1677.55,142.32
5,90,2032.35,12.28,344,1,-354.93,0,1734.39,195.92
20,52,1842.94,13.65,693,1,105.49,0,1577.9,309.23
16,20,1833.01,13.41,932,0,117.06,0,1190.61,310.58
18,40,4109.54,12.63,6,4,190.25,1,1786.74,928.17
11,36,2850.02,7.91,945,0,607.75,0,1447.64,835.8
10,65,2755.42,8.73,310,4,-314.35,0,1374.48,287.33
0,12,1951.82,11.45,1184,2,-496.37,0,937.93,57.12
11,5,3738.24,10.14,219,1,-179.7,0,1501.74,561.3
10,74,2213.61,11.47,717,4,-831.61,0,1609.95,10.0
5,53,379.78,7.39,832,4,-118.62,1,867.69,89.63
19,58,1584.43,7.42,591,2,337.66,0,1393.89,526.92
16,46,309.26,12.06,300,6,324.12,1,1240.41,234.37
15,79,1521.18,12.02,1141,1,-321.65,1,1155.82,84.55
4,45,119.75,5.16,154,1,-13.01,1,1564.82,81.55
18,44,3126.56,12.2,1153,5,-329.33,0,794.61,218.04
11,7,1875.44,6.99,1056,0,332.09,0,318.69,555.38
14,0,520.32,10.37,45,2,-229.78,0,954.04,10.0
0,33,2785.97,11.62,1409,6,498.34,1,937.14,835.26
20,20,1706.82,7.67,372,1,864.47,0,830.32,813.83
2,3,3919.0,5.6,312,5,-87.07,0,1382.97,1005.25
3,54,2358.63,6.03,489,6,555.98,1,798.09,914.99
6,93,1451.01,10.79,670,5,37.74,0,1113.89,288.56
5,80,4518.84,6.3,1184,5,672.17,0,1681.81,1485.96
12,76,337.67,9.45,1204,0,-533.41,0,1692.9,10.0
16,90,1203.07,5.37,1024,1,76.43,0,733.91,285.07
16,71,4664.81,5.69,856,2,-198.5,0,1211.7,1191.62
0,60,4822.45,9.7,1308,4,480.24,1,1060.55,1132.93
4,74,1578.89,8.42,1129,6,420.65,0,420.97,496.59
2,75,2465.45,6.26,667,5,311.65,0,1640.12,829.15
0,82,740.9,6.9,1131,1,457.81,1,790.55,444.87
14,30,2044.45,7.16,487,4,1014.01,0,484.02,951.91
5,37,1704.42,12.23,707,4,258.37,0,820.42,422.33
10,27,1088.91,15.05,909,6,50.24,0,627.74,173.21
8,29,1929.78,8.09,528,1,541.13,0,411.42,675.65
20,76,792.24,8.3,625,2,-76.62,0,862.11,62.56
1,58,576.27,4.71,375,1,-677.54,0,702.69,10.0
16,12,4606.26,15.45,628,6,-136.4,0,1632.85,448.87
7,21,4310.18,9.29,558,3,264.81,1,1147.96,924.68
17,72,4241.59,11.84,1153,6,-283.09,1,1325.48,593.58
14,55,4391.91,8.21,55,4,373.06,0,1481.96,1270.25
20,55,1547.31,8.33,392,3,12.7,1,687.61,404.77
2,58,2004.35,5.88,1316,0,319.96,0,1662.19,634.69
8,63,2393.71,6.01,221,5,676.5,0,1731.78,962.78
16,53,4002.65,4.98,437,5,102.56,1,582.72,1090.28
5,86,3710.35,12.27,821,6,898.74,0,1464.04,1215.66
19,69,4538.45,10.1,1174,4,344.73,0,1369.38,952.27
19,80,4226.05,5.74,622,2,250.1,1,1707.76,1221.93
5,68,4821.81,10.65,864,1,69.71,1,1517.69,869.57
5,11,4606.12,6.26,977,6,364.47,0,631.66,1262.75
0,9,2006.24,5.98,905,1,-33.06,0,765.63,530.34
5,94,302.45,9.65,153,3,338.27,1,999.67,220.02
7,50,3656.78,11.31,27,1,-332.28,0,999.49,481.4
10,82,3376.2,13.93,171,3,-546.53,0,635.92,88.31
5,64,617.45,16.17,853,6,272.57,0,1138.61,269.21
20,15,2893.5,10.32,234,2,189.3,0,1250.08,657.92
19,62,2667.21,5.63,117,6,-153.74,0,980.53,684.63
13,35,4101.59,5.49,33,5,548.39,1,887.84,1536.95
9,87,2558.76,12.0,155,3,-26.0,0,1665.1,375.11
20,43,2751.63,12.31,220,1,-175.14,0,1280.85,290.94
17,64,2568.53,10.06,248,0,227.92,1,1576.41,687.66
1,47,944.31,7.34,1050,5,670.35,0,535.99,562.25
12,90,3241.69,13.08,824,0,158.33,0,1678.0,696.31
15,32,4959.26,7.85,1180,0,11.26,0,970.51,862.72
14,26,4505.15,6.1,1224,5,620.93,0,780.86,1649.14
10,12,2407.6,16.03,41,5,-31.48,0,1733.98,425.36
2,65,518.76,8.01,913,2,-58.61,0,1045.42,75.2
0,70,282.95,12.82,693,0,-127.68,0,1025.43,22.15
11,91,505.51,10.15,122,6,147.75,1,1190.11,190.37
10,32,3882.41,7.83,1086,2,460.34,0,720.4,1068.7
20,20,2264.69,6.13,1340,0,76.49,1,649.97,589.02
3,52,1591.72,9.74,446,5,64.52,1,391.58,397.63
0,8,3773.36,11.41,1328,1,600.84,1,1597.43,958.87
19,49,3048.73,5.27,218,4,-137.83,0,613.16,735.86
4,71,918.88,13.64,825,1,440.74,0,1373.22,323.35
0,41,1768.05,3.9,372,5,952.77,1,440.7,1056.0
12,53,2250.15,8.21,664,1,-256.5,0,1297.69,467.47
12,39,3277.22,9.86,509,6,366.48,0,860.93,645.98
18,88,731.88,4.96,1016,6,4.71,0,467.33,232.95
11,39,1017.52,7.06,385,6,470.06,0,540.87,448.21
9,24,1085.33,5.74,656,1,94.8,0,1413.74,350.9
13,23,4902.05,13.2,344,0,341.86,0,775.96,963.17
15,23,3565.92,9.06,476,6,638.18,0,417.2,1100.59
3,86,3161.37,12.44,887,4,-252.63,0,1025.51,332.44
10,16,4377.07,11.83,1227,2,502.37,1,1660.47,935.41
11,26,358.04,8.81,806,3,77.13,1,733.14,113.05
9,68,2089.16,7.83,886,6,89.06,0,1560.57,434.71
5,39,3255.11,7.03,836,5,-87.05,0,1439.41,666.38
2,19,767.49,8.22,30,4,-95.34,1,1187.29,196.02
2,1,4579.53,14.71,295,6,18.16,0,698.7,578.73
9,81,979.54,7.46,1411,5,47.92,0,1573.92,186.54
14,15,4065.32,6.32,766,4,-217.79,1,1000.87,915.48
6,80,2877.12,10.22,1286,1,513.43,1,1182.59,805.7
17,87,3397.58,10.68,934,3,582.03,1,644.2,1037.38
14,34,3567.82,7.18,571,0,6.32,0,1135.66,877.65
0,24,1845.17,14.24,947,3,459.94,0,1263.04,536.3
5,46,4719.67,8.04,1122,3,1098.95,1,426.96,1868.25
0,57,4629.44,13.49,111,5,63.34,0,609.62,754.66
2,54,3943.25,6.57,756,3,-191.63,0,1046.12,757.35
3,36,4215.34,8.24,943,2,-219.07,1,1424.85,939.17
19,21,489.6,14.55,332,0,-112.52,0,1567.92,10.0
5,68,844.41,16.45,576,6,-371.23,0,638.83,10.0
20,50,3030.39,9.77,665,3,389.27,0,759.49,738.95
5,63,3352.81,7.13,494,1,2.07,0,597.26,729.66
3,35,4237.79,9.61,574,1,-434.81,0,1031.96,556.23
5,93,3990.15,7.41,812,1,164.94,1,939.84,938.53
19,55,1967.12,11.37,107,3,126.13,0,1194.61,361.82
6,52,432.29,7.93,690,1,-101.86,1,893.55,88.27
4,84,3520.84,5.04,922,2,-123.91,0,1728.08,977.5
3,90,2746.26,8.93,34,4,-407.11,0,1338.52,227.59
11,41,3953.27,8.02,903,2,317.7,1,1303.46,1148.37
2,5,4341.55,4.57,1018,3,832.14,0,589.29,1760.87
9,34,1010.08,4.2,990,6,1260.5,1,802.4,979.76
19,24,4453.18,7.7,589,4,82.72,0,1687.53,824.07
6,43,2381.59,8.87,431,2,-164.45,1,695.52,472.75
2,41,1842.73,7.54,972,2,384.34,0,656.61,503.93
15,27,4891.94,13.49,98,6,777.03,1,1221.02,1214.07
5,3,4245.13,4.63,452,4,560.18,0,749.49,1571.07
13,0,1255.08,5.08,1315,1,-190.85,0,1549.96,253.76
3,20,3256.33,8.26,987,3,940.31,0,858.36,1163.2
1,20,3454.07,7.05,393,5,-99.41,1,748.05,773.57
17,9,2609.95,9.41,18,5,-605.87,0,1731.62,134.81
0,4,3659.33,5.62,316,5,410.42,0,1275.36,1141.62
16,60,1773.12,5.37,577,4,591.33,1,770.84,840.27
2,45,3314.92,5.71,1213,0,72.68,0,1697.81,984.12
17,9,310.03,10.92,885,6,112.68,0,1182.83,105.99
10,66,324.53,9.38,1109,0,189.31,0,355.62,111.97
20,0,1129.79,9.98,783,1,188.48,0,942.36,331.86
8,55,1883.2,13.73,1197,0,289.38,0,1101.31,445.73
8,7,2234.1,14.28,1403,2,682.55,0,1086.31,727.79
16,60,4625.06,10.75,187,1,571.85,1,1568.93,1228.75
18,41,4164.43,6.31,259,0,258.41,1,1731.38,1198.11
3,26,1735.64,9.31,229,6,-195.3,0,808.45,257.27
3,89,3813.19,13.65,326,5,41.3,0,1336.99,736.2
2,70,1485.2,9.52,588,5,-178.46,0,650.11,191.7
8,47,3204.32,5.41,381,4,912.15,1,719.2,1357.28
4,19,4448.31,10.0,701,4,179.26,0,1430.47,767.36
14,60,660.86,11.89,267,1,399.04,1,1315.63,418.4
17,11,879.12,6.2,178,2,-67.79,1,609.22,244.25
7,49,2595.41,7.28,969,3,-46.6,0,373.01,569.15
2,84,1442.5,7.15,1277,3,160.16,1,1706.86,503.44
1,39,3424.7,7.85,606,0,-136.07,0,1032.32,683.38
13,35,1360.78,11.45,865,2,-196.92,1,690.56,208.87
11,18,3539.02,8.08,1166,6,685.12,0,1609.52,1082.1
20,34,3346.28,11.27,946,1,419.95,0,1436.36,849.14
0,71,2498.88,8.41,77,1,556.6,0,1464.49,816.22
9,17,1853.67,12.96,666,6,588.16,0,1757.09,590.71
11,28,2835.36,9.0,1173,6,-444.05,1,1577.77,406.11
0,70,4809.79,7.11,1045,0,1179.87,1,886.24,1892.32
6,56,4474.14,12.29,328,5,410.07,0,846.12,935.77
4,33,2482.06,14.99,802,2,-80.07,0,1577.01,320.34
7,1,4432.11,8.01,171,6,-73.98,0,1295.17,790.24
6,39,2999.33,14.3,1383,5,233.79,0,1215.35,603.7
2,95,4178.94,10.14,989,2,331.92,0,414.06,956.52
16,65,1864.15,4.51,1002,4,312.51,0,589.43,776.15
13,51,4659.23,5.02,649,1,893.17,1,1355.12,1853.57
18,44,4051.64,4.7,360,1,-156.98,1,317.91,1116.85
17,9,3858.25,12.68,650,5,-79.18,0,959.92,406.61
2,42,3338.37,8.97,1069,2,-113.95,0,737.92,743.55
15,3,3335.58,5.42,1040,3,681.46,1,865.71,1225.07
5,34,3342.82,8.12,422,6,196.56,0,437.69,818.12
16,3,4806.68,10.95,645,6,28.38,0,1708.74,936.8
19,3,2571.57,7.96,829,4,68.0,0,1406.13,664.6
15,39,3651.09,8.81,44,5,299.12,1,1706.06,972.18
0,1,391.16,6.74,413,1,183.26,0,438.64,155.13
12,53,1208.6,6.57,1136,5,739.14,1,504.07,625.52
3,25,1488.82,4.02,450,2,304.19,0,821.06,603.72
12,95,2436.72,7.37,1139,6,234.56,0,708.55,535.92
11,3,2930.37,7.25,1211,0,-190.64,1,1160.51,619.63
2,35,1033.99,7.91,34,4,755.02,0,1603.86,630.92
6,2,2721.38,8.36,300,0,296.06,0,721.05,621.59
7,29,3057.67,14.82,1179,1,-109.84,0,1164.99,465.91
1,96,1868.82,13.55,269,3,214.69,0,679.51,389.34
6,62,3644.59,5.36,1391,2,-55.33,0,1300.38,917.06
14,45,4922.25,6.96,648,6,499.76,1,914.02,1243.07
19,75,2014.18,10.53,87,0,35.44,0,1306.97,307.52
6,14,2322.8,9.14,13,6,-206.87,1,840.87,465.31
6,88,2000.19,5.92,406,4,-8.21,0,800.2,507.71
13,33,4112.09,9.28,126,6,339.43,0,1056.69,968.57
4,23,3350.41,15.38,559,6,-187.18,0,1609.2,417.36
9,87,3583.37,8.62,986,1,11.34,0,727.54,703.36
7,47,4363.24,11.85,713,0,-280.75,0,1743.14,694.97
13,98,939.7,13.37,1149,6,-224.91,0,1085.41,10.0
3,78,748.07,5.9,1213,1,-33.83,0,780.23,165.96
19,16,4276.74,14.76,173,6,-238.0,0,1161.42,640.79
7,41,3080.3,7.0,518,4,190.31,0,735.3,838.69
3,61,647.66,8.25,321,0,143.82,0,943.52,244.23
8,70,2902.32,14.76,728,4,-654.77,0,620.88,151.2
3,76,3885.9,6.22,874,1,8.18,0,683.03,889.11
10,20,2641.09,6.8,1431,3,476.55,1,684.05,931.83
20,83,2780.5,7.91,1389,5,12.92,0,624.81,538.65
6,50,2740.45,12.75,808,4,105.18,0,1058.05,575.25
7,92,398.59,10.01,23,0,-536.69,0,1294.76,10.0
7,3,328.77,5.07,357,0,-40.26,0,1634.73,10.0
19,17,426.94,11.11,361,6,131.1,0,633.73,124.11
17,37,2348.21,7.13,791,1,408.71,0,1238.46,657.55
15,98,2713.75,7.78,1335,5,246.04,0,617.78,726.29
0,26,2544.84,8.97,979,2,609.19,0,666.85,869.72
19,33,1518.94,12.01,1371,6,-77.58,1,981.45,308.05
19,6,2583.59,7.16,392,5,34.41,1,892.39,719.16
9,49,210.58,11.03,1149,4,279.05,0,1435.07,179.17
8,90,2441.68,4.98,1408,6,69.95,1,1022.96,781.48
19,57,1132.45,7.18,853,4,167.58,0,1092.18,298.07
8,50,3206.29,11.59,1233,3,-68.31,1,1647.94,662.34
20,28,1614.14,10.89,1214,4,346.51,1,823.94,515.9
15,90,2032.04,10.68,1141,4,139.29,0,1583.22,510.03
4,61,1829.81,13.85,350,4,171.84,0,700.57,330.45
6,96,1839.81,7.32,1280,5,534.84,1,801.41,721.33
6,27,2300.62,8.01,1214,5,-411.26,0,646.77,119.84
0,6,4011.87,5.73,600,6,140.13,1,1173.25,1264.49
20,3,1044.4,10.99,48,2,-44.2,1,1036.43,211.73
13,40,1191.78,9.44,881,0,-524.72,0,1359.69,10.0
13,58,771.01,7.82,1172,4,3.05,0,846.76,138.45
4,60,3041.9,9.38,707,0,18.82,0,1711.19,619.68
12,3,4537.06,5.91,770,5,-278.45,0,1015.74,1057.2
0,70,2533.87,8.14,1086,4,711.87,1,851.44,945.47
4,1,1485.2,6.81,1052,0,323.58,1,899.9,590.5
1,26,1149.41,8.05,473,1,-26.82,1,544.26,298.86
11,1,1007.43,8.47,1291,6,-422.72,0,742.92,38.01
6,92,4721.13,6.24,920,4,-295.86,0,1538.93,1169.12
0,35,4683.36,15.85,55,5,31.16,0,1448.27,834.2
1,82,4015.59,7.66,232,6,496.55,0,1719.91,1237.79
16,50,375.79,8.2,124,4,-80.64,1,1383.91,101.81
12,100,3733.09,14.41,349,2,27.07,0,1609.72,709.28
4,71,3244.37,10.76,1348,5,228.77,1,1607.98,681.64
18,53,2066.3,5.17,1358,5,-311.18,1,1715.28,422.14
10,11,1452.02,7.74,1408,4,160.86,0,1686.35,418.27
2,56,735.74,11.98,546,1,-315.11,0,1298.85,10.0
8,22,1383.88,7.02,1163,0,-93.99,0,648.76,212.97
10,21,966.92,11.68,934,6,-11.72,0,932.05,112.2
20,20,3993.46,4.35,924,4,-192.27,1,856.33,1398.05
5,24,1373.23,10.96,429,5,954.23,0,854.41,651.11
10,34,4873.71,9.46,662,1,-547.98,0,790.49,753.05
14,44,3812.84,10.37,1221,3,-220.46,1,711.21,692.45
5,83,4159.98,6.07,1122,6,600.98,0,533.63,1431.06
0,3,2189.92,7.05,1325,0,-327.13,0,1012.8,216.42
12,30,3242.19,12.27,619,3,51.82,0,893.29,697.92
20,28,1932.53,3.06,999,1,693.7,1,812.38,1261.37
15,58,817.49,14.85,578,3,-188.46,0,1156.82,10.0
11,21,1397.9,5.83,1352,6,-2.25,0,1097.36,342.75
8,75,2103.68,5.65,1030,3,-200.22,0,628.11,511.67
2,67,285.8,9.02,683,2,-229.57,0,1123.15,10.0
6,57,1519.82,12.39,854,2,52.31,0,1438.03,298.84
19,38,3291.67,9.47,1022,4,321.78,0,522.52,859.93
20,63,2490.89,11.62,195,1,325.37,1,1494.23,527.69
17,60,3586.09,8.85,1138,4,791.73,1,895.09,1242.83
12,65,1285.72,9.88,619,0,-145.61,0,878.1,132.41
0,27,4485.69,8.67,1243,6,6.59,0,658.84,978.83
4,46,520.7,10.38,1136,4,-22.38,0,793.57,60.23
20,59,4852.04,12.9,795,1,-183.34,0,629.24,622.54
20,71,409.34,7.82,953,3,-61.12,0,1128.98,35.47
9,35,1131.12,6.4,985,6,-51.55,1,345.56,294.59
0,53,2906.48,6.94,54,0,470.75,0,1065.01,950.25
18,92,2349.53,14.42,1266,2,231.59,0,1367.22,414.63
17,23,1659.84,5.76,1217,4,-210.03,1,785.14,346.34
19,73,725.66,12.25,152,5,291.55,0,963.71,225.65
18,80,3087.79,16.31,1389,5,69.55,0,1301.57,451.44
18,31,379.11,12.35,833,3,-391.83,0,828.65,10.0
16,43,568.87,14.2,1375,3,-104.48,0,1687.73,12.56
17,6,4107.52,4.94,1016,3,205.51,0,749.27,1363.91
2,10,453.62,4.11,408,0,223.26,1,550.43,357.87
9,3,1034.52,14.22,359,2,-246.79,0,1140.22,21.69
12,100,2186.79,11.03,584,4,30.65,0,820.05,406.79
3,4,2168.94,4.59,1051,2,-63.41,1,397.9,658.1
18,43,2597.52,9.72,604,5,49.56,0,1055.08,497.31
15,18,4445.83,8.14,563,0,-54.48,0,1652.56,1009.28
10,93,1764.99,9.72,988,1,522.03,0,489.63,624.98
13,88,2111.19,5.0,1001,0,276.25,1,857.1,886.53
14,87,3577.52,9.65,772,5,-34.37,1,1046.1,724.92
0,79,3202.58,14.14,284,0,-194.25,0,939.76,453.92
12,59,268.63,8.98,722,0,369.59,1,1164.7,321.09
1,97,525.98,11.86,832,2,-290.74,0,684.42,10.0
0,70,4528.69,11.97,58,1,271.24,0,1159.23,958.14
12,75,2295.01,8.16,728,6,-275.83,0,911.97,349.8
19,85,2860.51,14.83,916,0,46.92,0,1662.53,443.32
8,33,4400.43,10.9,870,3,-125.08,0,1147.74,584.43
5,17,4601.08,12.48,674,0,396.75,0,1252.93,1005.52
3,79,2517.86,7.06,1205,4,117.63,1,1300.12,750.12
2,68,956.55,10.09,733,2,-124.44,0,1344.08,26.78
10,41,4199.55,14.36,1240,1,216.06,0,800.23,618.21
5,58,1866.1,7.11,1411,2,-44.91,0,769.43,322.28
6,18,308.97,8.22,719,2,507.7,0,822.75,272.3
13,60,2582.81,8.63,579,4,211.96,0,1625.28,646.14
5,23,159.67,11.62,933,5,33.36,1,901.56,101.45
8,6,4727.3,7.1,789,2,613.72,1,1577.49,1406.77
4,39,4841.83,7.76,474,5,262.17,1,367.14,1339.39
20,81,4299.21,11.69,230,6,-210.53,0,1739.57,535.31
18,21,2287.52,12.25,1363,6,-76.05,0,745.81,387.57
6,99,2384.8,10.75,275,6,32.26,0,992.19,565.31
8,93,1479.14,8.67,21,3,98.83,1,1203.42,438.29
3,21,1636.27,4.78,481,1,-91.83,0,476.33,402.48
3,77,3243.89,3.81,493,3,346.01,1,741.62,1347.13
16,10,1861.14,11.23,1181,1,383.83,1,1677.17,535.46
18,5,2343.5,8.28,1394,5,-15.72,0,1048.78,406.25
5,63,1927.18,13.74,842,2,17.48,0,698.18,312.08
6,66,1064.09,12.47,30,4,406.94,1,1496.09,431.67
19,5,4970.49,8.76,1183,5,362.67,1,1274.53,1204.35
10,47,3004.86,6.35,150,4,285.32,0,1649.16,925.31
8,100,3125.66,11.44,344,1,-56.71,1,1753.31,478.28
4,0,1787.1,8.89,468,1,656.59,0,731.72,675.88
16,47,911.53,15.61,1207,6,203.84,0,1544.56,170.19
6,56,4012.02,8.01,685,1,-474.96,0,975.55,705.39
4,72,3579.72,6.01,430,0,411.8,1,492.55,1210.3
15,11,2830.2,7.87,555,5,278.79,1,800.64,683.1
2,16,1028.37,16.06,131,6,410.2,0,1601.14,351.37
17,20,3348.14,9.9,897,2,398.84,0,778.53,799.76
13,69,3706.73,10.42,851,6,377.59,1,633.25,921.91
15,10,2970.86,8.41,547,3,338.94,0,1603.7,672.13
1,7,1160.32,14.31,1298,4,-313.18,0,631.33,10.0
0,42,4741.74,16.34,91,6,318.25,0,1003.28,857.52
20,99,4057.09,8.66,285,0,90.3,0,707.89,946.21
4,19,3028.46,12.59,284,2,-57.5,0,1179.81,490.77
0,30,2900.72,10.84,1124,5,-144.78,0,608.62,380.18
11,44,1092.66,7.09,1102,6,172.25,0,864.08,365.24
13,57,2657.58,4.06,1017,4,1095.25,1,813.73,1361.15
17,85,143.15,12.11,181,0,399.92,1,1342.26,221.45
4,82,1438.11,5.87,650,4,-6.57,0,640.01,273.65
4,99,4166.35,4.56,1072,2,256.58,1,609.79,1277.48
3,59,3286.13,3.46,429,1,424.11,1,764.91,1512.28
17,50,1105.62,11.84,714,2,-19.17,0,1048.97,166.13
9,18,122.93,7.17,1044,4,-260.73,0,374.85,10.0
7,95,1135.43,5.28,1396,0,-494.4,0,1009.95,26.92
7,60,3709.74,13.95,622,5,712.89,1,682.72,1051.08
13,48,3399.55,11.25,644,6,597.12,1,1458.13,884.02
3,77,1045.66,5.59,367,0,-735.83,0,773.87,10.0
7,35,742.28,9.6,642,4,-564.63,0,673.9,10.0
5,10,103.97,7.96,834,6,-249.35,0,1340.0,10.0
20,64,3884.64,13.43,1280,6,354.45,0,1552.32,684.72
15,15,1931.33,6.4,1422,5,96.16,0,1705.07,495.33
6,90,970.7,7.67,1334,6,616.18,0,1332.42,525.94
17,74,4634.38,8.54,410,6,-0.81,1,477.62,790.63
8,67,629.13,12.6,245,1,149.32,0,1647.43,204.71
6,38,2243.46,10.94,85,3,275.34,1,789.1,534.02
10,40,3385.21,8.68,1099,4,822.03,0,650.89,1011.03
12,5,3358.26,10.72,842,4,-81.15,0,829.78,612.47
2,79,3980.84,6.58,772,2,19.24,0,1650.6,933.57
9,95,4530.18,5.55,399,4,867.95,0,532.86,1745.93
9,38,468.63,14.3,908,2,292.57,0,1229.65,153.5
14,16,2776.64,5.22,519,3,380.4,0,632.28,854.53
12,28,1446.67,11.34,482,6,661.19,0,852.5,553.85
4,29,4353.09,5.33,1321,3,-9.74,1,1433.25,1272.75
1,79,647.03,8.91,731,2,-172.31,0,949.8,89.14
16,22,695.86,4.94,576,0,-245.04,1,681.36,118.72
7,98,3412.13,5.72,83,3,-153.93,1,639.0,865.23
13,2,3302.22,5.13,1267,3,520.0,0,1725.87,1098.48
2,19,3910.44,13.07,1306,3,-331.24,0,933.21,414.17
8,99,775.1,8.64,89,6,680.54,1,805.56,524.28
10,8,4869.04,5.23,332,4,-541.04,0,972.7,1048.07
19,67,2001.04,11.41,1112,5,413.64,0,537.75,492.88
10,69,1396.52,11.9,689,5,-92.76,0,1361.03,175.28
19,83,217.76,10.03,1030,4,270.57,0,872.77,170.75
6,33,1448.32,6.76,389,3,123.65,0,601.24,346.29
6,84,3109.62,13.22,341,5,90.37,0,1420.47,549.92
20,12,972.78,5.63,985,5,547.74,0,518.96,536.57
19,85,465.05,9.69,1021,6,192.98,0,822.19,152.52
0,36,3343.37,6.37,1139,1,420.55,0,424.6,1084.78
4,91,3911.04,6.41,462,5,-142.07,0,743.87,837.45
7,39,4150.32,11.36,1402,5,637.83,1,671.82,1073.61
0,77,1682.88,8.57,453,2,-18.67,0,806.95,360.43
18,54,1541.52,10.06,1336,0,88.02,0,1670.74,235.99
17,97,3147.23,11.33,1394,2,-380.61,0,1790.91,266.73
18,23,4084.37,5.36,1127,3,-80.17,0,371.03,966.89
0,7,4051.62,9.69,291,4,-411.39,0,1703.67,731.75
14,12,4362.47,6.47,1235,5,487.77,0,1409.16,1282.94
20,98,3523.62,8.91,1397,1,-26.47,0,1205.86,744.59
3,33,2908.27,15.73,546,6,-240.01,0,1212.1,325.71
4,15,1636.1,9.27,1027,3,64.15,0,516.93,226.99
11,1,4679.15,10.4,123,0,191.64,1,997.89,1068.34
19,5,3750.7,6.98,1414,6,-134.69,0,781.91,940.85
4,41,1733.45,6.79,402,6,-109.1,1,488.06,439.25
1,37,3669.73,10.53,661,1,-364.82,1,1606.74,657.73
11,7,4354.63,14.77,148,6,-324.95,0,774.66,454.23
6,2,727.55,6.16,1091,5,-131.69,0,538.81,123.96
7,6,2194.47,10.27,125,6,60.15,0,1126.42,359.33
13,47,1689.5,13.83,927,5,-317.42,0,800.45,111.69
7,71,2263.32,10.91,432,6,-113.12,0,421.57,303.06
19,44,290.38,8.41,873,1,-48.5,0,1742.98,49.36
3,14,896.52,10.06,95,0,-312.49,0,1092.6,10.0
14,71,1057.96,16.37,1266,5,-113.12,0,999.22,28.86
0,69,3083.19,4.53,1126,1,-43.39,0,349.43,990.65
6,29,3606.51,5.17,1152,0,-900.0,0,745.27,379.74
0,33,3711.7,10.26,612,0,2.24,0,986.06,666.71
14,44,816.7,12.4,42,5,-301.18,0,1402.18,10.0
5,90,2862.6,11.22,88,2,481.95,1,1106.11,694.6
0,10,2993.02,13.08,610,6,-21.75,1,1483.11,520.14
2,5,2673.15,12.85,1404,6,475.07,0,623.38,659.51
13,64,1535.69,12.64,792,4,201.0,1,1277.13,471.28
8,50,2320.75,6.32,500,2,-3.73,0,599.91,492.94
0,42,4941.62,11.23,39,1,327.89,1,1280.82,1092.76
14,92,4358.43,7.13,1402,3,322.37,0,748.53,1123.24
5,5,3916.8,13.46,570,2,23.96,0,838.96,759.97
5,65,3888.78,10.98,321,2,597.18,0,1636.03,970.1
